origins,destinations,counts,lon_o,lat_o,lon_d,lat_d
Florida Keys ,Dolphin Research Center ,1,-81.5357506,25.0273356,-97.2067768,26.0781091
Florida Keys ,Florida Keys ,1,-81.5357506,25.0273356,-81.5357506,25.0273356
Florida Keys ,Naval Base Point Loma,1,-81.5357506,25.0273356,-117.2400346,32.6889711
"Florida Keys, Escape ","Florida Keys, Re-Capture ",1,-80.4325362,25.1026784,-80.13332900000002,26.211606
"Florida Keys, Re-Capture ",Sugarloaf Dolphin Sanctuary ,1,-80.13332900000002,26.211606,-81.5271302,24.6583304
Atlantic Ocean,Dolphin Research Center ,1,-28.6731465,-14.5994134,-97.2067768,26.0781091
Atlantic Ocean,Ocean World Ft Lauderdale ,1,-28.6731465,-14.5994134,-80.0949493,26.2033943
Atlantic Ocean,Shark World/Aquatarium ,1,-28.6731465,-14.5994134,-75.6826741,44.5876895
Atlantic Ocean,Naval Base Point Loma,1,-28.6731465,-14.5994134,-117.2400346,32.6889711
Atlantic Ocean,Naval Base Point Loma,1,-28.6731465,-14.5994134,-117.2400346,32.6889711
Atlantic Ocean,Marineland of Florida ,1,-28.6731465,-14.5994134,-81.213398,29.6688614
"Florida, Gulf Coast","Private owner, Punta Gorda ",1,-81.7733903,26.4643209,-82.0453664,26.9297836
"Florida, Gulf Coast",Marine Animal Productions ,1,-81.7733903,26.4643209,-89.0187972,30.4204487
Gulf of Mexico,Gulf World Marine Park ,1,-90.065918,25.304304,-85.8671863,30.2111627
Gulf of Mexico,Mississippi ,1,-90.065918,25.304304,-89.3985283,32.3546679
Florida,Theater of the Sea ,1,-81.5157535,27.6648274,-71.5627531,41.3770733
"Fort Pierce, Florida ","Fort Pierce, Florida ",1,-80.3256056,27.4467056,-80.3256056,27.4467056
"Fort Pierce, Florida ",Marine Mammal Conservancy ,1,-80.3256056,27.4467056,-80.41734199999999,25.122698
"Fourchon Beach, Louisiana",Audubon Aquarium ,1,-90.1812288,29.1081231,-90.06293869999999,29.950508
Gulf of Mexico,Dolphin Connection ,1,-90.065918,25.304304,-80.9096457,24.7764696
Gulf of Mexico,SeaWorld San Diego ,1,-90.065918,25.304304,-117.2266083,32.7647903
"Gulf Shores, Alabama",Inst. of Marine Mammal Studies ,1,-87.70081929999999,30.2460361,-89.0187972,30.4204487
Gulf World Marine Park ,Clearwater Marine Aquarium ,1,-85.8671863,30.2111627,-82.8191129,27.9768545
Gulf World Marine Park ,Dolphin Research Center ,1,-85.8671863,30.2111627,-97.2067768,26.0781091
Gulf World Marine Park ,Marineland of Florida ,1,-85.8671863,30.2111627,-81.213398,29.6688614
Gulf World Marine Park ,Mirage Dolphin Habitat ,1,-85.8671863,30.2111627,-115.1784079,36.1203291
Gulfarium ,Gulf World Marine Park ,1,-86.593546,30.394468,-85.8671863,30.2111627
Gulfarium Marine Adventure,Six Flags Discovery Kingdom ,1,-86.593546,30.394468,-122.2340155,38.13819549999999
Gulfarium Marine Adventure Park,Gulf World Marine Park ,1,-86.593546,30.394468,-85.8671863,30.2111627
Hafnarfjordur Aquarium ,Sao Paulo Playcenter ,1,-84.497389,39.0946809,-46.5044526,-23.5660883
Hafnarfjordur Aquarium ,SeaWorld San Diego ,1,-84.497389,39.0946809,-117.2266083,32.7647903
Pacific Ocean,Sea Life Park ,1,-124.508523,-8.783195,-157.6631377,21.3131939
" facility, Japan ",SeaWorld San Diego ,1,138.252924,36.204824,-117.2266083,32.7647903
 Pedder Bay ,Marineland of Canada ,1,-123.5779913,48.349479,-79.07060059999999,43.0649729
" pool, Manitoba ",New York Aquarium ,1,-96.9789986,50.0552761,-73.9748754,40.5742632
Florida ,New York Aquarium ,1,-81.5157535,27.6648274,-73.9748754,40.5742632
Iceland ,Vancouver Aquarium ,1,-19.020835,64.963051,-123.1309293,49.3007961
Japan ,Indianapolis Zoo ,1,138.252924,36.204824,-86.18073,39.767442
Taiji ,Indianapolis Zoo ,1,-94.21867499999999,36.391527,-86.18073,39.767442
"Hudson Bay, Manitoba",Duisburg Zoo ,1,-98.647012899999993,49.1963343,6.8061729,51.4362611
"Hudson Bay, Manitoba",Seattle Aquarium ,1,-98.647012899999993,49.1963343,-122.3429996,47.607445
"Hudson Bay, Manitoba",Naval Base Point Loma,1,-98.647012899999993,49.1963343,-117.2400346,32.6889711
"Hull Aquarium, Mass. ",Theater of the Sea ,1,-70.88033209999999,42.1984989,-71.5627531,41.3770733
Iceland,"Sea Pen, Grindavik Harbor ",1,-19.020835,64.963051,-22.4383818,63.8441808
"Iceland, North Atlantic",Iceland ,1,-19.020835,64.963051,-19.020835,64.963051
"Indian River Lagoon, Florida",Clearwater Marine Aquarium ,1,-80.5761641,28.0552946,-82.8191129,27.9768545
"Indian Rocks Beach, Florida",Mote Marine Laboratory ,1,-82.84656100000001,27.8960019,-82.57747379999999,27.3328279
Indianapolis Zoo ,John G. Shedd Aquarium ,1,-86.18073,39.767442,-87.614038,41.8675726
Indianapolis Zoo ,SeaWorld Orlando ,1,-86.18073,39.767442,-81.4617047,28.4114555
Indianapolis Zoo ,Shedd Aquarium ,1,-86.18073,39.767442,-87.614038,41.8675726
Inst. of Marine Mammal Studies ,Naval Base Point Loma,1,-89.0187972,30.4204487,-117.2400346,32.6889711
"Jacksonville, Florida",Gulf World Marine Park ,1,-81.65565099999999,30.3321838,-85.8671863,30.2111627
Pacific Ocean," facility, Japan ",1,-124.508523,-8.783195,138.252924,36.204824
Pacific Ocean, Taiji ,1,-124.508523,-8.783195,-94.21867499999999,36.391527
Pacific Ocean,Japan ,1,-124.508523,-8.783195,138.252924,36.204824
Japanese Deer Park ,Seven Seas Texas ,1,-118.0113017,33.8730709,-94.9855302,29.174943
John G. Shedd Aquarium ,Indianapolis Zoo ,1,-87.614038,41.8675726,-86.18073,39.767442
"Kahala Hilton, Pre-Dolphin Quest",Dolphin Quest Hawaii ,1,-157.773445,21.271999,-155.889022,19.925505
Kahala Oriental Hotel ,Sea Life Park ,1,-157.773651,21.271847,-157.6631377,21.3131939
Key Largo Porpoise Pens ,Theater of the Sea ,1,-80.41895989999999,25.1189869,-71.5627531,41.3770733
Key West,"Sea World, Long Key ",1,-81.7799871,24.5550593,-81.4617047,28.4114555
La Feria de Chapultapec ,Georgia Aquarium ,1,-99.19622749999999,19.4146944,-84.3951098,33.763382
La Feria de Chapultepec ,Georgia Aquarium ,1,-99.19622749999999,19.4146944,-84.3951098,33.763382
Los Angeles Zoo* ,Naval Base Point Loma,1,-118.2838126,34.149869700000004,-117.2400346,32.6889711
Lower Matecumbe Key,Dolphin Research Center ,1,-80.7145116,24.865281,-97.2067768,26.0781091
Marine Animal Productions ,Aquarium of Niagara Falls ,1,-89.0187972,30.4204487,-79.060138,43.09431
Marine Animal Productions ,Marine World Africa USA ,1,-89.0187972,30.4204487,-122.2340155,38.13819549999999
Marine Animal Productions ,Theater of the Sea ,1,-89.0187972,30.4204487,-71.5627531,41.3770733
Marine Mammal Conservancy ,Dolphins Plus ,1,-80.41734199999999,25.122698,-80.41895989999999,25.1189869
Marine World Africa USA ,Marineland of the Pacific ,1,-122.2340155,38.13819549999999,-118.3980757,33.7363084
Marineland Antibes,Six Flags Great Adventure ,1,7.1267891,43.6145842,-74.4402149,40.1370678
Marineland of Canada,SeaWorld San Diego ,1,-79.07060059999999,43.0649729,-117.2266083,32.7647903
Marineland of Canada ,SeaWorld Orlando ,1,-79.07060059999999,43.0649729,-81.4617047,28.4114555
Marineland of Florida,Georgia Aquarium ,1,-81.213398,29.6688614,-84.3951098,33.763382
Marineland of Florida ,Florida,1,-81.213398,29.6688614,-81.5157535,27.6648274
Marineland of the Pacific,Six Flags Discovery Kingdom ,1,-118.3980757,33.7363084,-122.2340155,38.13819549999999
Marineland of the Pacific,Marineland of Florida ,1,-118.3980757,33.7363084,-81.213398,29.6688614
"MARS, Keys Marine Lab ",Theater of the Sea ,1,-80.8139384,24.8263277,-71.5627531,41.3770733
"Matagorda Island, Texas",Texas MM Stranding Network ,1,-96.7386946,28.1688928,-94.8139686,29.2758286
"Melbourne Beach, Florida",SeaWorld Orlando ,1,-80.56033029999999,28.0683496,-81.4617047,28.4114555
Miami Seaquarium ,Cedar Point ,1,-80.1648518,25.7342958,-82.6835206,41.482207
Minnesota Zoo,Brookfield Zoo ,1,-93.19667179999999,44.767807,-87.8357137,41.8328916
Minnesota Zoo,SeaWorld Aurora ,1,-93.19667179999999,44.767807,-81.36843999999999,41.34552
Minnesota Zoo ,National Aquarium in Baltimore ,1,-93.19667179999999,44.767807,-76.6082871,39.2850948
Minnesota Zoo ,Six Flags Discovery Kingdom ,1,-93.19667179999999,44.767807,-122.2340155,38.13819549999999
Mirage Dolphin Habitat ,SeaWorld San Diego ,1,-115.1784079,36.1203291,-117.2266083,32.7647903
Gulf of Mexico,Audubon Zoo ,1,-90.065918,25.304304,-90.12797429999999,29.9272846
Gulf of Mexico,"Dinnes, Dolphin Connection ",1,-90.065918,25.304304,-80.9096457,24.7764696
Gulf of Mexico,Quinlan Marine Attractions ,1,-90.065918,25.304304,-96.13552949999999,32.9103998
Montreal Aquarium ,New England Aquarium ,1,-73.652413,45.567919,-71.0497542,42.3591346
"Moriya coast, Japan",Kamogawa Sea World ,1,140.2618308,35.1393707,140.1203229,35.115895
"Mosquito Lagoon, Florida",Clearwater Marine Aquarium ,1,-80.7990185,28.8361255,-82.8191129,27.9768545
Mote Marine Laboratory ,"Fort Pierce, Florida ",1,-82.57747379999999,27.3328279,-80.3256056,27.4467056
Mote Marine Laboratory ,Indianapolis Zoo ,1,-82.57747379999999,27.3328279,-86.18073,39.767442
Mustang Island,Texas State Aquarium ,1,-97.1628647,27.7103944,-97.3923171,27.8140747
Mystic Aquarium ,Aquarium of Niagara Falls ,1,-71.9532523,41.373346,-79.060138,43.09431
"Napa River, Peru",Marineland of Florida ,1,-74.7033405,-1.7987157,-81.213398,29.6688614
National Aquarium,Texas State Aquarium ,1,-76.6082871,39.2850948,-97.3923171,27.8140747
National Aquarium in Baltimore ,Brookfield Zoo ,1,-76.6082871,39.2850948,-87.8357137,41.8328916
National Aquarium in Baltimore ,Dolphin Connection ,1,-76.6082871,39.2850948,-80.9096457,24.7764696
National Aquarium in Baltimore ,Texas State Aquarium ,1,-76.6082871,39.2850948,-97.3923171,27.8140747
Near Key West ,Florida Keys ,1,-81.7799871,24.5550593,-81.5357506,25.0273356
New England Aquarium,SeaWorld Orlando ,1,-71.0497542,42.3591346,-81.4617047,28.4114555
New England Aquarium ,Brookfield Zoo ,1,-71.0497542,42.3591346,-87.8357137,41.8328916
New England Aquarium ,SeaWorld ,1,-71.0497542,42.3591346,-98.69931509999999,29.4584176
New York Aquarium,Mystic Aquarium ,1,-73.9748754,40.5742632,-71.9532523,41.373346
New York Aquarium ,Dolphin Research Center ,1,-73.9748754,40.5742632,-97.2067768,26.0781091
New York Aquarium ,Mystic Aquarium ,1,-73.9748754,40.5742632,-71.9532523,41.373346
New York Aquarium ,SeaWorld San Diego ,1,-73.9748754,40.5742632,-117.2266083,32.7647903
Ocean Park Hong Kong ,Naval Base Point Loma,1,114.1757239,22.2466607,-117.2400346,32.6889711
Ocean Reef Club ,"Florida Keys, Escape ",1,-74.6029956,39.2696503,-80.4325362,25.1026784
Ocean Reef Club ,Ocean Reef Club ,1,-74.6029956,39.2696503,-74.6029956,39.2696503
Ocean World Ft Lauderdale ,Dolphin Research Center ,1,-80.0949493,26.2033943,-97.2067768,26.0781091
"Okhotsk Sea, Russia",Utrish ,1,149.3658173,52.87362299999999,37.3864462,44.7597663
Pacific Ocean,Los Angeles Zoo* ,1,-124.508523,-8.783195,-118.2838126,34.149869700000004
Pacific Ocean,Marineland of the Pacific ,1,-124.508523,-8.783195,-118.3980757,33.7363084
"Panama City, Florida",Gulf World Marine Park ,1,-85.6602058,30.1588129,-85.8671863,30.2111627
"Pedder Bay, BC",Pedder Bay  pen ,1,-123.5779913,48.349479,-123.5779913,48.349479
"Pedder Bay, British Columbia", Pedder Bay ,1,-123.5779913,48.349479,-123.5779913,48.349479
"Pender Harbor, BC",Marineland of the Pacific ,1,-124.0437555,49.635314,-118.3980757,33.7363084
Point Defiance Zoo ,SeaWorld San Antonio ,1,-122.5208211,47.3048779,-98.69931509999999,29.4584176
Point Defiance Zoo ,SeaWorld San Diego ,1,-122.5208211,47.3048779,-117.2266083,32.7647903
"Ponce Inlet, Florida",Harbor Branch Institute ,1,-80.9369983,29.0963729,-80.3578694,27.5345638
"Port Isabel, Texas",UT Pan-Am Coastal Studies Lab ,1,-97.2085844,26.0734119,-97.15857109999999,26.0752042
"Private owner, Punta Gorda ",Key Largo Porpoise Pens ,1,-82.0453664,26.9297836,-80.41895989999999,25.1189869
"Prospect Reef Resort, Tortola ","Dolphin Resort, Dominica ",1,-64.63327819999999,18.4334704,-61.4403695,15.4362912
"Puget Sound, Pacific NW","Sea Pen, Puget Sound ",1,-122.4713352,47.7236535,-122.4713352,47.7236535
Quinlan Marine Attractions ,Busch Gardens Tampa ,1,-96.13552949999999,32.9103998,-82.41949009999999,28.0372161
Quinlan Marine Attractions ,"Dinnes, possibly Dolphin Connection ",1,-96.13552949999999,32.9103998,-80.9096457,24.7764696
Quinlan Marine Attractions ,"Dinnes, probably Dolphin Connection ",1,-96.13552949999999,32.9103998,-80.9096457,24.7764696
Quinlan Marine Attractions ,National Aquarium in Baltimore ,1,-96.13552949999999,32.9103998,-76.6082871,39.2850948
Quinlan Marine Attractions ,SeaWorld ,1,-96.13552949999999,32.9103998,-98.69931509999999,29.4584176
Quinlan Marine Attractions ,SeaWorld San Diego ,1,-96.13552949999999,32.9103998,-117.2266083,32.7647903
"Quintana Beach, Texas",Texas MM Stranding Network ,1,-95.30827110000001,28.9333037,-94.8139686,29.2758286
"Re-Capture, Virgin Islands ",Dolphin Research Center ,1,-109.4392971,37.6658236,-97.2067768,26.0781091
"Redington Beach, Florida",Clearwater Marine Aquarium ,1,-82.81121399999999,27.8086364,-82.8191129,27.9768545
Santini'sDolphin Research Center ,Brookfield Zoo ,1,-80.945509,24.766967,-87.8357137,41.8328916
Sao Paulo Playcenter ,SeaWorld Aurora ,1,-46.5044526,-23.5660883,-81.36843999999999,41.34552
Sea Life Park ,Dolphin Quest Hawaii ,1,-157.6631377,21.3131939,-155.889022,19.925505
"Sea Pen, Grindavik Harbor ",Dolfinarium Harderwijk ,1,-22.4383818,63.8441808,5.6171798,52.3541391
"Sea Pen, Puget Sound ",SeaWorld San Diego ,1,-122.4713352,47.7236535,-117.2266083,32.7647903
"Sea Pen, Yukon Harbor",Seattle Marine Aquarium ,1,-122.531248,47.531908,-122.1950467,47.53140519999999
"Sea World Marine Institue, Keys ",SeaWorld Orlando ,1,-117.2330895,32.7689827,-81.4617047,28.4114555
"Sea World, Long Key ",SeaWorld Orlando ,1,-81.4617047,28.4114555,-81.4617047,28.4114555
Sealand of Cape Cod ,Mystic Aquarium ,1,-70.29624079999999,41.6687897,-71.9532523,41.373346
Seattle Aquarium ,SeaWorld San Diego ,1,-122.3429996,47.607445,-117.2266083,32.7647903
Seattle Marine Aquarium ,Windsor Safari Park ,1,-122.1950467,47.53140519999999,-0.6187676999999999,51.4667179
SeaWorld ,SeaWorld Aurora ,1,-98.69931509999999,29.4584176,-81.36843999999999,41.34552
SeaWorld ,SeaWorld San Diego ,1,-98.69931509999999,29.4584176,-117.2266083,32.7647903
SeaWorld Aurora,SeaWorld San Diego ,1,-81.36843999999999,41.34552,-117.2266083,32.7647903
SeaWorld Aurora,SeaWorld San Diego ,1,-81.36843999999999,41.34552,-117.2266083,32.7647903
SeaWorld Aurora ,National Aquarium in Baltimore ,1,-81.36843999999999,41.34552,-76.6082871,39.2850948
SeaWorld Aurora ,SeaWorld Orlando,1,-81.36843999999999,41.34552,-81.4617047,28.4114555
SeaWorld Aurora ,SeaWorld Orlando ,1,-81.36843999999999,41.34552,-81.4617047,28.4114555
SeaWorld Aurora ,SeaWorld San Antonio ,1,-81.36843999999999,41.34552,-98.69931509999999,29.4584176
SeaWorld Aurora ,SeaWorld San Diego ,1,-81.36843999999999,41.34552,-117.2266083,32.7647903
SeaWorld Aurora ,SeaWorld San Diego ,1,-81.36843999999999,41.34552,-117.2266083,32.7647903
Seaworld Orlando,Discovery Cove ,1,-81.4617047,28.4114555,-81.462485,28.4050098
SeaWorld Orlando,Busch Gardens Tampa ,1,-81.4617047,28.4114555,-82.41949009999999,28.0372161
SeaWorld Orlando,Discovery Cove ,1,-81.4617047,28.4114555,-81.462485,28.4050098
SeaWorld Orlando,Marineland of Canada ,1,-81.4617047,28.4114555,-79.07060059999999,43.0649729
SeaWorld Orlando,New England Aquarium ,1,-81.4617047,28.4114555,-71.0497542,42.3591346
SeaWorld Orlando,SeaWorld Aurora ,1,-81.4617047,28.4114555,-81.36843999999999,41.34552
SeaWorld Orlando,Naval Base Point Loma,1,-81.4617047,28.4114555,-117.2400346,32.6889711
SeaWorld Orlando,Naval Base Point Loma,1,-81.4617047,28.4114555,-117.2400346,32.6889711
SeaWorld Orlando ,"Avalon Beach, Florida",1,-81.4617047,28.4114555,-87.1016345,30.5301956
SeaWorld Orlando ,Clearwater Marine Aquarium ,1,-81.4617047,28.4114555,-82.8191129,27.9768545
SeaWorld Orlando ,Dolphin Connection ,1,-81.4617047,28.4114555,-80.9096457,24.7764696
SeaWorld Orlando ,Dolphin Research Center ,1,-81.4617047,28.4114555,-97.2067768,26.0781091
SeaWorld Orlando ,SeaWorld Orlando ,1,-81.4617047,28.4114555,-81.4617047,28.4114555
SeaWorld Orlando ,SeaWorld San Diego ,1,-81.4617047,28.4114555,-117.2266083,32.7647903
SeaWorld Orlando ,Naval Base Point Loma,1,-81.4617047,28.4114555,-117.2400346,32.6889711
SeaWorld Orlando ,Clearwater Marine Aquarium ,1,-81.4617047,28.4114555,-82.8191129,27.9768545
SeaWorld Orlando ,Discovery Cove ,1,-81.4617047,28.4114555,-81.462485,28.4050098
SeaWorld San Antonio,Discovery Cove Orlando ,1,-98.69931509999999,29.4584176,-81.462485,28.4050098
SeaWorld San Antonio,Miami Seaquarium ,1,-98.69931509999999,29.4584176,-80.1648518,25.7342958
SeaWorld San Antonio,Mirage Dolphin Habitat ,1,-98.69931509999999,29.4584176,-115.1784079,36.1203291
SeaWorld San Antonio ,Busch Gardens Tampa ,1,-98.69931509999999,29.4584176,-82.41949009999999,28.0372161
SeaWorld San Antonio ,Discovery Cove ,1,-98.69931509999999,29.4584176,-81.462485,28.4050098
SeaWorld San Antonio ,Minnesota Zoo ,1,-98.69931509999999,29.4584176,-93.19667179999999,44.767807
SeaWorld San Antonio ,SeaWorld Aurora ,1,-98.69931509999999,29.4584176,-81.36843999999999,41.34552
SeaWorld San Antonio ,Shedd Aquarium ,1,-98.69931509999999,29.4584176,-87.614038,41.8675726
SeaWorld San Antonio ,SeaWorld Aurora ,1,-98.69931509999999,29.4584176,-81.36843999999999,41.34552
SeaWorld San Diego,Mirage Dolphin Habitat ,1,-117.2266083,32.7647903,-115.1784079,36.1203291
SeaWorld San Diego,"Sea World Marine Institue, Keys ",1,-117.2266083,32.7647903,-117.2330895,32.7689827
SeaWorld San Diego,SeaWorld Aurora ,1,-117.2266083,32.7647903,-81.36843999999999,41.34552
SeaWorld San Diego,Six Flags Discovery Kingdom ,1,-117.2266083,32.7647903,-122.2340155,38.13819549999999
SeaWorld San Diego ,Busch Gardens Tampa ,1,-117.2266083,32.7647903,-82.41949009999999,28.0372161
SeaWorld San Diego ,Gulfarium ,1,-117.2266083,32.7647903,-86.593546,30.394468
SeaWorld San Diego ,Point Defiance Zoo ,1,-117.2266083,32.7647903,-122.5208211,47.3048779
SeaWorld San Diego ,SeaWorld Aurora ,1,-117.2266083,32.7647903,-81.36843999999999,41.34552
SeaWorld San Diego ,Six Flags Discovery Kingdom ,1,-117.2266083,32.7647903,-122.2340155,38.13819549999999
Seven Seas Texas ,Marineland of Canada ,1,-94.9855302,29.174943,-79.07060059999999,43.0649729
Shark WorldAquatarium ,Marineland of Florida ,1,-75.6826741,44.5876895,-81.213398,29.6688614
Shedd Aquarium,Georgia Aquarium ,1,-87.614038,41.8675726,-84.3951098,33.763382
Shedd Aquarium ,Indianapolis Zoo ,1,-87.614038,41.8675726,-86.18073,39.767442
Shedd Aquarium ,Point Defiance Zoo ,1,-87.614038,41.8675726,-122.5208211,47.3048779
"Shell Island, Florida",SeaWorld Orlando ,1,-85.6915955,30.0960368,-81.4617047,28.4114555
Six Flags Discovery Kingdom,Six Flags Great Adventure ,1,-122.2340155,38.13819549999999,-74.4402149,40.1370678
Six Flags Discovery Kingdom,Six Flags Worlds of Adventure ,1,-122.2340155,38.13819549999999,-94.4867155,39.1767262
Six Flags Discovery Kingdom ,Gulf of Mexico,1,-122.2340155,38.13819549999999,-90.065918,25.304304
Six Flags Discovery Kingdom ,SeaWorld San Diego ,1,-122.2340155,38.13819549999999,-117.2266083,32.7647903
Six Flags Over Texas ,Mirage Dolphin Habitat ,1,-97.0711714,32.7551732,-115.1784079,36.1203291
Six Flags Worlds of Adventure ,Six Flags Discovery Kingdom ,1,-94.4867155,39.1767262,-122.2340155,38.13819549999999
"South Padre Island, Texas",UT Pan-Am Coastal Studies Lab ,1,-97.16812569999999,26.1118401,-97.15857109999999,26.0752042
Sugarloaf Dolphin Sanctuary ,Dolphin Research Center ,1,-81.5271302,24.6583304,-97.2067768,26.0781091
Sugarloaf Dolphin Sanctuary ,Florida Keys ,1,-81.5271302,24.6583304,-81.5357506,25.0273356
Sugarloaf Dolphin Sanctuary ,Near Key West ,1,-81.5271302,24.6583304,-81.7799871,24.5550593
Sugarloaf Dolphin Sanctuary ,Naval Base Point Loma,1,-81.5271302,24.6583304,-117.2400346,32.6889711
"Tampa Bay, Florida",Clearwater Marine Aquarium ,1,-82.5436722,27.763383,-82.8191129,27.9768545
Texas Marine Mammal Stranding Network ,Brookfield Zoo ,1,-94.8139686,29.2758286,-87.8357137,41.8328916
Texas MM Stranding Network ,SeaWorld San Antonio ,1,-94.8139686,29.2758286,-98.69931509999999,29.4584176
Texas MM Stranding Network ,Six Flags Discovery Kingdom ,1,-94.8139686,29.2758286,-122.2340155,38.13819549999999
Texas State Aquarium ,TMMSN Galveston ,1,-97.3923171,27.8140747,-94.8139686,29.2758286
"Texas State Aquarium, Sea Lab ",SeaWorld San Antonio ,1,-97.3923171,27.8140747,-98.69931509999999,29.4584176
"Texas, Gulf Coast",TMMSN Moody Gardens ,1,-99.9018131,31.9685988,-94.8139686,29.2758286
Gulf of Mexico,Brookfield Zoo ,1,-90.065918,25.304304,-87.8357137,41.8328916
Theater of the Sea ,Dolphin Research Center ,1,-71.5627531,41.3770733,-97.2067768,26.0781091
Theater of the Sea ,"Hull Aquarium, Mass. ",1,-71.5627531,41.3770733,-70.88033209999999,42.1984989
Theater of the Sea ,Ocean Reef Club ,1,-71.5627531,41.3770733,-74.6029956,39.2696503
Theater of the Sea ,SeaWorld Orlando ,1,-71.5627531,41.3770733,-81.4617047,28.4114555
"Three Sisters Island, Florida",SeaWorld Orlando ,1,-82.2492608,26.7645136,-81.4617047,28.4114555
TMMSN Moody Gardens ,Theater of the Sea ,1,-94.8139686,29.2758286,-71.5627531,41.3770733
Naval Base Point Loma,Clearwater Marine Aquarium ,1,-117.2400346,32.6889711,-82.8191129,27.9768545
Naval Base Point Loma,Dolphin Connection ,1,-117.2400346,32.6889711,-80.9096457,24.7764696
Naval Base Point Loma,Dolphin Research Center ,1,-117.2400346,32.6889711,-97.2067768,26.0781091
Naval Base Point Loma,EPCOT Center ,1,-117.2400346,32.6889711,-81.549404,28.374694
Naval Base Point Loma,EPCOT Living Seas ,1,-117.2400346,32.6889711,-81.5507341,28.3748884
Naval Base Point Loma,Sea Life Park ,1,-117.2400346,32.6889711,-157.6631377,21.3131939
Naval Base Point Loma,Sea Life Park ,1,-117.2400346,32.6889711,-157.6631377,21.3131939
UT Pan-Am Coastal Studies Lab ,SeaWorld San Antonio ,1,-97.15857109999999,26.0752042,-98.69931509999999,29.4584176
UT Pan-Am Coastal Studies Lab ,TMMSN Galveston ,1,-97.15857109999999,26.0752042,-94.8139686,29.2758286
Utrish ,La Feria de Chapultapec ,1,37.3864462,44.7597663,-99.19622749999999,19.4146944
Utrish ,La Feria de Chapultepec ,1,37.3864462,44.7597663,-99.19622749999999,19.4146944
Vancouver Aquarium ,SeaWorld San Antonio ,1,-123.1309293,49.3007961,-98.69931509999999,29.4584176
"Vero Beach, Florida",Mote Marine Laboratory ,1,-80.39727359999999,27.6386434,-82.57747379999999,27.3328279
"Washington, US",Seattle Marine Aquarium ,1,-120.7401385,47.7510741,-122.1950467,47.53140519999999
West Edmonton Mall ,Theater of the Sea ,1,-113.6241906,53.5225151,-71.5627531,41.3770733
"White Sea, Russia",Utrish ,1,39.7343119,65.8822357,37.3864462,44.7597663
Windsor Safari Park ,SeaWorld Orlando ,1,-0.6187676999999999,51.4667179,-81.4617047,28.4114555
Windsor Safari Park ,SeaWorld San Diego ,1,-0.6187676999999999,51.4667179,-117.2266083,32.7647903
